Country,City,Total Tons,First Mission,Last Mission,Num Missions,location
FRANCE,LE CREUSOT,2020.0,10/17/1942,6/19/1943,8,"LE CREUSOT, France"
FRANCE,LE GRAND ROSSIGNOL,497.0,6/20/1944,6/24/1944,3,"LE GRAND ROSSIGNOL, France"
FRANCE,LE GROSEILLER,63.0,4/20/1944,4/20/1944,6,"LE GROSEILLER, France"
FRANCE,LE HAVRE,16690.0,1/12/1941,9/8/1944,301,"LE HAVRE, France"
FRANCE,LE HOULME,108.0,6/22/1944,6/22/1944,3,"LE HOULME, France"
FRANCE,LE LENTIE,50.0,7/8/1944,7/8/1944,3,"LE LENTIE, France"
FRANCE,LE LIEGE,24.0,5/25/1944,5/25/1944,3,"LE LIEGE, France"
FRANCE,LE MAGDELAINE,64.0,6/6/1944,6/6/1944,2,"LE MAGDELAINE, France"
FRANCE,LE MANOIR,770.0,5/27/1944,8/13/1944,14,"LE MANOIR, France"
FRANCE,LE MANS,5564.0,3/13/1944,8/5/1944,150,"LE MANS, France"
FRANCE,LE MESGE,66.0,6/25/1944,6/25/1944,3,"LE MESGE, France"
FRANCE,LE MESNIL ALLARD,152.0,5/27/1944,5/27/1944,2,"LE MESNIL ALLARD, France"
FRANCE,LE MESNIL AMEY,78.0,7/24/1944,7/24/1944,3,"LE MESNIL AMEY, France"
FRANCE,LE NEUBOURG,21.0,8/13/1944,8/13/1944,1,"LE NEUBOURG, France"
FRANCE,LE NIEPPE,445.0,1/23/1944,8/2/1944,10,"LE NIEPPE, France"
FRANCE,LE PETIT BOIS ROBERT,93.0,1/14/1944,1/14/1944,3,"LE PETIT BOIS ROBERT, France"
FRANCE,LE PLOUY FERME,140.0,4/19/1944,4/20/1944,4,"LE PLOUY FERME, France"
FRANCE,LE PONTET,504.0,6/25/1944,8/6/1944,7,"LE PONTET, France"
FRANCE,LE PORT BOULET,207.0,6/15/1944,6/15/1944,2,"LE PORT BOULET, France"
FRANCE,LE POUZIN,436.0,8/19/1944,8/6/1944,9,"LE POUZIN, France"
FRANCE,LE TEIL,68.0,8/15/1944,8/15/1944,1,"LE TEIL, France"
FRANCE,LE TERTRE ST DENIS,24.0,7/6/1944,7/6/1944,2,"LE TERTRE ST DENIS, France"
FRANCE,LE TOUQUET,517.0,10/31/1941,9/29/1940,20,"LE TOUQUET, France"
FRANCE,LE TRAIT,41.0,3/25/1942,8/31/1941,8,"LE TRAIT, France"
FRANCE,LE TREPORT,256.0,2/20/1944,8/29/1940,17,"LE TREPORT, France"
FRANCE,LE TROUQUET,8.0,11/1/1940,9/6/1940,13,"LE TROUQUET, France"
FRANCE,LE VIVIER,174.0,6/17/1944,6/17/1944,3,"LE VIVIER, France"
FRANCE,LEGE,84.0,7/17/1944,7/17/1944,3,"LEGE, France"
FRANCE,LEGRISMONT,405.0,3/26/1944,4/27/1944,6,"LEGRISMONT, France"
FRANCE,LENS,3053.0,4/20/1944,8/4/1944,12,"LENS, France"
FRANCE,LES BUISSONS,135.0,8/12/1944,8/13/1944,7,"LES BUISSONS, France"
FRANCE,LES CATELLIERS,630.0,7/23/1944,8/9/1944,13,"LES CATELLIERS, France"
FRANCE,LES CERISES,72.0,8/7/1944,8/7/1944,2,"LES CERISES, France"
FRANCE,LES CHANOINES,381.0,7/24/1944,7/24/1944,6,"LES CHANOINES, France"
FRANCE,LES DUNES DE VARREV,56.0,6/6/1944,6/6/1944,2,"LES DUNES DE VARREV, France"
FRANCE,LES FOULON,86.0,7/17/1944,8/8/1944,3,"LES FOULON, France"
FRANCE,LES GRANDS BOIS,499.0,2/24/1944,4/30/1944,8,"LES GRANDS BOIS, France"
FRANCE,LES HAYONS,447.0,6/24/1944,6/24/1944,1,"LES HAYONS, France"
FRANCE,LES LANDES VILLE NEU,201.0,7/14/1944,7/14/1944,2,"LES LANDES VILLE NEU, France"
FRANCE,LES LOGES,154.0,7/30/1944,7/30/1944,6,"LES LOGES, France"
FRANCE,LES PETITS,158.0,1/29/1944,2/13/1944,4,"LES PETITS, France"
FRANCE,LES PONTS DE CE,358.0,7/19/1944,8/1/1944,6,"LES PONTS DE CE, France"
FRANCE,LESSAY,426.0,2/3/1941,6/8/1944,13,"LESSAY, France"
FRANCE,LEVENS,266.0,8/2/1944,8/4/1944,8,"LEVENS, France"
FRANCE,LIGESCOURT,1213.0,1/4/1944,6/25/1944,20,"LIGESCOURT, France"
FRANCE,LILLE,6672.0,1/12/1943,9/9/1943,254,"LILLE, France"
FRANCE,LIMAY,26.0,7/8/1944,7/8/1944,1,"LIMAY, France"
FRANCE,LIMOGES,467.0,2/8/1944,6/23/1944,4,"LIMOGES, France"
FRANCE,LINGHEM,596.0,1/14/1944,4/22/1944,17,"LINGHEM, France"
FRANCE,LINZEUX,382.0,7/22/1944,7/9/1944,4,"LINZEUX, France"
FRANCE,LISIEUX,2043.0,6/6/1944,9/26/1940,62,"LISIEUX, France"
FRANCE,LISON,25.0,5/23/1944,6/2/1944,5,"LISON, France"
FRANCE,LISSIEU,20.0,6/13/1944,6/13/1944,2,"LISSIEU, France"
FRANCE,LIVAROT,1245.0,7/24/1944,7/24/1944,10,"LIVAROT, France"
FRANCE,LIVOSSART,152.0,4/30/1944,4/30/1944,2,"LIVOSSART, France"
FRANCE,LIVRON,72.0,8/7/1944,8/7/1944,2,"LIVRON, France"
FRANCE,LOLTINGHEM,738.0,2/28/1944,3/2/1944,18,"LOLTINGHEM, France"
FRANCE,LONGEAVOUS,60.0,8/20/1944,8/20/1944,2,"LONGEAVOUS, France"
FRANCE,LONGEVILLE,552.0,2/28/1944,5/8/1944,15,"LONGEVILLE, France"
FRANCE,LONGUEMONT,54.0,1/4/1944,1/4/1944,2,"LONGUEMONT, France"
FRANCE,LONGUES,1003.0,6/2/1944,6/6/1944,9,"LONGUES, France"
FRANCE,LONQUENESSE,6.0,11/25/1943,11/25/1943,3,"LONQUENESSE, France"
FRANCE,LORIENT,7375.0,1/12/1941,9/27/1940,317,"LORIENT, France"
FRANCE,LOSTEBARNE,60.0,1/21/1944,1/21/1944,2,"LOSTEBARNE, France"
FRANCE,LOTTINGHEM,166.0,3/5/1944,3/5/1944,4,"LOTTINGHEM, France"
FRANCE,LOUVIERS,267.0,5/27/1944,8/13/1944,8,"LOUVIERS, France"
FRANCE,LOYES,72.0,8/25/1944,8/25/1944,2,"LOYES, France"
FRANCE,LUMBRES,6.0,7/12/1941,7/12/1941,1,"LUMBRES, France"
FRANCE,LUNEL,68.0,8/25/1944,8/25/1944,2,"LUNEL, France"
FRANCE,LUNEVILLE,15.0,7/13/1944,9/4/1940,2,"LUNEVILLE, France"
FRANCE,LUPE,696.0,8/2/1944,8/7/1944,18,"LUPE, France"
FRANCE,LUXEUIL LES BAINS,95.0,5/23/1944,5/31/1944,4,"LUXEUIL LES BAINS, France"
FRANCE,LYON,3431.0,3/23/1944,8/6/1944,70,"LYON, France"
FRANCE,MAILLY LE CAMP,1911.0,5/3/1944,5/3/1944,7,"MAILLY LE CAMP, France"
FRANCE,MAINTENON,1327.0,4/30/1944,8/7/1944,15,"MAINTENON, France"
FRANCE,MAISONCELLES,248.0,5/13/1944,5/9/1944,6,"MAISONCELLES, France"
FRANCE,MAISONS LAFFITTE,732.0,5/27/1944,6/24/1944,18,"MAISONS LAFFITTE, France"
FRANCE,MAIZY,1118.0,5/22/1944,6/7/1944,14,"MAIZY, France"
FRANCE,MALO LES BAINS,312.0,5/11/1944,5/8/1944,6,"MALO LES BAINS, France"
FRANCE,MAMERS,22.0,7/12/1944,7/12/1944,2,"MAMERS, France"
FRANCE,MANTES,2581.0,11/10/1940,8/8/1944,40,"MANTES, France"
FRANCE,MANVILLIERS,62.0,8/2/1944,8/2/1944,2,"MANVILLIERS, France"
FRANCE,MARCK,165.0,6/2/1944,6/2/1944,3,"MARCK, France"
FRANCE,MARDYCK,564.0,11/8/1941,6/22/1942,7,"MARDYCK, France"
FRANCE,MARGUENNEVILLE,158.0,4/20/1944,4/27/1944,4,"MARGUENNEVILLE, France"
FRANCE,MARIGNANC,256.0,3/9/1944,8/8/1944,10,"MARIGNANC, France"
FRANCE,MARIGNY,370.0,4/24/1944,8/5/1944,12,"MARIGNY, France"
FRANCE,MARMEGEN,30.0,12/25/1944,12/25/1944,1,"MARMEGEN, France"
FRANCE,MARNE,2.0,9/15/1941,9/15/1941,3,"MARNE, France"
FRANCE,MARQUENNEVILLE,144.0,3/5/1944,4/22/1944,7,"MARQUENNEVILLE, France"
FRANCE,MARQUISE,4870.0,1/14/1944,8/27/1944,65,"MARQUISE, France"
FRANCE,MARRE,96.0,7/12/1944,7/12/1944,2,"MARRE, France"
FRANCE,MARSEILLE LE PETIT,84.0,8/15/1944,8/15/1944,8,"MARSEILLE LE PETIT, France"
FRANCE,MARSEILLES,2423.0,12/2/1943,8/17/1943,65,"MARSEILLES, France"
FRANCE,MARTINVAST,758.0,4/27/1944,6/22/1944,15,"MARTINVAST, France"
FRANCE,MASSAY,1726.0,6/11/1944,6/7/1944,25,"MASSAY, France"
FRANCE,MAYENNE,464.0,2/14/1943,7/31/1944,6,"MAYENNE, France"
FRANCE,MAZINGARBE,536.0,10/13/1941,9/4/1941,26,"MAZINGARBE, France"
FRANCE,MEAULTE,1190.0,10/2/1942,9/6/1942,79,"MEAULTE, France"
FRANCE,MECHESHEIM,16.0,2/22/1945,2/22/1945,2,"MECHESHEIM, France"
FRANCE,MEDARD SURILLE,48.0,7/6/1944,7/6/1944,2,"MEDARD SURILLE, France"
FRANCE,MELUN,2778.0,11/14/1940,8/3/1944,65,"MELUN, France"
FRANCE,MEOBECK,102.0,6/6/1944,6/6/1944,6,"MEOBECK, France"
FRANCE,MEREY,356.0,7/12/1944,7/28/1944,10,"MEREY, France"
FRANCE,MERKWILLER,524.0,8/3/1944,8/3/1944,18,"MERKWILLER, France"
FRANCE,MERLIMONT,954.0,6/10/1944,6/3/1944,36,"MERLIMONT, France"
FRANCE,MERVILLE,2603.0,10/9/1942,9/26/1941,60,"MERVILLE, France"
FRANCE,MERY,467.0,7/5/1944,8/3/1944,16,"MERY, France"
FRANCE,MESNIL AU VAL,405.0,4/20/1944,4/27/1944,6,"MESNIL AU VAL, France"
FRANCE,METZ,12161.0,10/8/1944,9/11/1944,279,"METZ, France"
FRANCE,MEULAN,1187.0,10/14/1941,9/3/1943,18,"MEULAN, France"
FRANCE,MEYENVILLE,62.0,3/5/1944,3/5/1944,2,"MEYENVILLE, France"
FRANCE,MEZIDON,247.0,5/11/1944,7/18/1944,12,"MEZIDON, France"
FRANCE,MEZIERES,770.0,5/11/1944,7/17/1944,18,"MEZIERES, France"
FRANCE,MIAVAYE,22.0,1/14/1945,1/14/1945,2,"MIAVAYE, France"
FRANCE,MIDDEL STRAETE,156.0,6/21/1944,6/24/1944,8,"MIDDEL STRAETE, France"
FRANCE,MIESERY,23.0,8/13/1944,8/13/1944,1,"MIESERY, France"
FRANCE,MIMOYECQUES,1932.0,11/5/1943,5/1/1944,45,"MIMOYECQUES, France"
FRANCE,MIRAMAS,531.0,7/12/1944,8/6/1944,8,"MIRAMAS, France"
FRANCE,MIRVILLE,120.0,7/23/1944,7/23/1944,2,"MIRVILLE, France"
FRANCE,MODANE,2033.0,11/10/1940,9/16/1943,9,"MODANE, France"
FRANCE,MONACO,40.0,7/30/1944,8/9/1944,12,"MONACO, France"
FRANCE,MONCHY,458.0,12/8/1940,6/17/1944,26,"MONCHY, France"
FRANCE,MONDEVILLE,1233.0,2/11/1943,7/18/1944,6,"MONDEVILLE, France"
FRANCE,MONT CAUVAIRE,85.0,8/6/1944,8/8/1944,5,"MONT CAUVAIRE, France"
FRANCE,MONT DE MARSAN,406.0,3/27/1944,3/5/1944,7,"MONT DE MARSAN, France"
FRANCE,MONT FLEURY,604.0,6/5/1944,6/5/1944,2,"MONT FLEURY, France"
FRANCE,MONT LOUIS,436.0,6/19/1944,8/4/1944,16,"MONT LOUIS, France"
FRANCE,MONT SUR RISIE,92.0,8/17/1944,8/17/1944,2,"MONT SUR RISIE, France"
FRANCE,MONTAUBAN,136.0,6/11/1944,6/11/1944,2,"MONTAUBAN, France"
FRANCE,MONTBARTIER,544.0,6/25/1944,8/7/1944,20,"MONTBARTIER, France"
FRANCE,MONTBELIARD,433.0,7/15/1943,7/15/1943,2,"MONTBELIARD, France"
FRANCE,MONTDIDIER,2106.0,10/24/1943,7/17/1944,66,"MONTDIDIER, France"
FRANCE,MONTEBOURG,0.0,8/19/1940,8/19/1940,2,"MONTEBOURG, France"
FRANCE,MONTELIMAR,216.0,8/16/1944,8/23/1944,10,"MONTELIMAR, France"
FRANCE,MONTEREAU,208.0,8/1/1944,8/2/1944,2,"MONTEREAU, France"
FRANCE,MONTFALCON,216.0,8/1/1944,8/15/1944,4,"MONTFALCON, France"
FRANCE,MONTFARVILLE,122.0,6/10/1944,6/6/1944,7,"MONTFARVILLE, France"
FRANCE,MONTFORT,23.0,8/13/1944,8/13/1944,1,"MONTFORT, France"
FRANCE,MONTFORT SUR MEU,362.0,6/11/1944,7/17/1944,13,"MONTFORT SUR MEU, France"
FRANCE,MONTHOIS,98.0,7/1/1944,7/2/1944,8,"MONTHOIS, France"
FRANCE,MONTIGNY SUR SANCER,199.0,5/25/1944,5/25/1944,3,"MONTIGNY SUR SANCER, France"
FRANCE,MONTLUCON,1137.0,9/15/1943,9/15/1943,5,"MONTLUCON, France"
FRANCE,MONTORGUEIL,184.0,12/31/1943,6/21/1944,8,"MONTORGUEIL, France"
FRANCE,MONTPELLIER,1780.0,1/27/1944,8/24/1944,25,"MONTPELLIER, France"
FRANCE,MONTREUIL,1683.0,7/25/1944,7/25/1944,33,"MONTREUIL, France"
FRANCE,MONTREVEL,132.0,7/25/1944,7/25/1944,2,"MONTREVEL, France"
FRANCE,MONTRICHARD,201.0,8/11/1944,8/11/1944,3,"MONTRICHARD, France"
FRANCE,MONTSECRET,136.0,6/7/1944,6/7/1944,4,"MONTSECRET, France"
FRANCE,MORLAIX,56.0,1/12/1941,8/26/1940,22,"MORLAIX, France"
FRANCE,MORSALINES,767.0,5/27/1944,5/9/1944,6,"MORSALINES, France"
FRANCE,MOURMELON LE PETIT,627.0,8/12/1944,8/12/1944,20,"MOURMELON LE PETIT, France"
FRANCE,MOYENNEVILLE,477.0,1/14/1944,3/5/1944,9,"MOYENNEVILLE, France"
FRANCE,MUHLHAUSEN,898.0,5/11/1944,9/13/1944,24,"MUHLHAUSEN, France"
FRANCE,NANCY,1861.0,3/24/1944,9/10/1944,55,"NANCY, France"
FRANCE,NANTERRE,136.0,7/19/1944,7/19/1944,2,"NANTERRE, France"
FRANCE,NANTES,5549.0,11/22/1940,9/23/1943,144,"NANTES, France"
FRANCE,NANTEUIL,349.0,6/23/1944,8/8/1944,11,"NANTEUIL, France"
FRANCE,NASSANDRES,190.0,8/16/1944,8/17/1944,8,"NASSANDRES, France"
FRANCE,NAY,136.0,7/24/1944,7/24/1944,2,"NAY, France"
FRANCE,NEGRE CAPE,102.0,8/12/1944,8/12/1944,6,"NEGRE CAPE, France"
FRANCE,NESLE,168.0,6/3/1944,6/3/1944,6,"NESLE, France"
FRANCE,NEUFCHATEL,1073.0,5/8/1944,6/3/1944,20,"NEUFCHATEL, France"
FRANCE,NEUVILLE,54.0,6/20/1944,6/20/1944,4,"NEUVILLE, France"
FRANCE,NEUVY SUR LOIRE,340.0,7/17/1944,8/7/1944,7,"NEUVY SUR LOIRE, France"
FRANCE,NEVERS,520.0,7/15/1944,7/15/1944,2,"NEVERS, France"
FRANCE,NEVILLE,81.0,6/12/1944,6/12/1944,3,"NEVILLE, France"
FRANCE,NICE,1017.0,12/18/1943,8/6/1944,19,"NICE, France"
FRANCE,NIEDERBRONN,222.0,10/19/1944,3/19/1945,6,"NIEDERBRONN, France"
FRANCE,NIMES,663.0,5/27/1944,7/12/1944,13,"NIMES, France"
FRANCE,NIORT,58.0,6/7/1944,6/7/1944,1,"NIORT, France"
FRANCE,NIVILLERS,272.0,10/24/1943,8/11/1944,8,"NIVILLERS, France"
FRANCE,NOGENT,369.0,8/1/1944,8/7/1944,8,"NOGENT, France"
FRANCE,NOGENT L ARTAUD,180.0,6/25/1944,8/7/1944,5,"NOGENT L ARTAUD, France"
FRANCE,NOGENT LE ROI,386.0,7/12/1944,8/7/1944,10,"NOGENT LE ROI, France"
FRANCE,NOGENT LE ROTROU,99.0,6/17/1944,6/17/1944,3,"NOGENT LE ROTROU, France"
FRANCE,NONANCOURT,102.0,7/24/1944,7/24/1944,3,"NONANCOURT, France"
FRANCE,NORD,321.0,9/19/1943,9/9/1943,9,"NORD, France"
FRANCE,NOTRE DAME,313.0,1/21/1944,8/14/1944,10,"NOTRE DAME, France"
FRANCE,NOYELLE EN CHAUSSEE,560.0,1/4/1944,7/22/1944,9,"NOYELLE EN CHAUSSEE, France"
FRANCE,NOYEN,16.0,8/2/1944,8/2/1944,2,"NOYEN, France"
FRANCE,NOYON,69.0,6/17/1944,6/17/1944,3,"NOYON, France"
FRANCE,NUCOURT,3248.0,6/22/1944,7/15/1944,25,"NUCOURT, France"
FRANCE,NUNCO,189.0,2/8/1944,8/7/1944,8,"NUNCO, France"
FRANCE,NUNCQ,9.0,6/14/1944,6/14/1944,3,"NUNCQ, France"
FRANCE,OCTEVILLE,165.0,10/28/1940,8/28/1940,8,"OCTEVILLE, France"
FRANCE,OISEME,144.0,6/25/1944,6/25/1944,2,"OISEME, France"
FRANCE,OISEMONT,3495.0,6/17/1944,7/2/1944,26,"OISEMONT, France"
FRANCE,OISSEL,898.0,5/8/1944,8/6/1944,28,"OISSEL, France"
FRANCE,OISSEN,186.0,3/2/1945,3/2/1945,3,"OISSEN, France"
FRANCE,ORANGE,247.0,8/13/1944,8/19/1944,5,"ORANGE, France"
FRANCE,ORELLE,80.0,6/4/1944,6/4/1944,1,"ORELLE, France"
FRANCE,ORIVAL,484.0,5/27/1944,5/28/1944,8,"ORIVAL, France"
FRANCE,ORLEANS,7582.0,11/15/1940,8/24/1940,140,"ORLEANS, France"
FRANCE,ORLY,2366.0,11/10/1940,5/24/1944,49,"ORLY, France"
FRANCE,OSSUN,108.0,3/10/1944,3/10/1944,4,"OSSUN, France"
FRANCE,OUFFIERES,80.0,8/8/1944,8/8/1944,4,"OUFFIERES, France"
FRANCE,OUISTREHAM,717.0,4/27/1944,6/6/1944,24,"OUISTREHAM, France"
FRANCE,PACY SUR EURE,554.0,8/10/1944,8/18/1944,12,"PACY SUR EURE, France"
FRANCE,PARIS,8886.0,11/26/1943,9/9/1943,208,"PARIS, France"
FRANCE,PARVILLE,23.0,8/13/1944,8/13/1944,1,"PARVILLE, France"
FRANCE,PAS DE CALAIS,8738.0,1/14/1944,8/9/1944,272,"PAS DE CALAIS, France"
FRANCE,PAU,174.0,3/27/1944,3/27/1944,3,"PAU, France"
FRANCE,PAUILLAC,22.0,8/14/1940,8/27/1940,3,"PAUILLAC, France"
FRANCE,PDNT ST ESPRIT,223.0,8/15/1944,8/8/1944,7,"PDNT ST ESPRIT, France"
FRANCE,PERIERS,366.0,6/13/1944,6/8/1944,10,"PERIERS, France"
FRANCE,PERONNE,954.0,6/15/1944,9/13/1944,31,"PERONNE, France"
FRANCE,PERTHES,858.0,8/12/1944,8/8/1944,24,"PERTHES, France"
FRANCE,PETIT BOIS TILLENCO,60.0,2/13/1944,2/13/1944,2,"PETIT BOIS TILLENCO, France"
FRANCE,PLAGE ST GABRIEL,228.0,6/4/1944,6/4/1944,6,"PLAGE ST GABRIEL, France"
FRANCE,PLANCHES,23.0,8/13/1944,8/13/1944,1,"PLANCHES, France"
FRANCE,PLEURTUIT,261.0,6/11/1944,6/11/1944,9,"PLEURTUIT, France"
FRANCE,PLOERMEL,289.0,6/12/1944,6/13/1944,9,"PLOERMEL, France"
FRANCE,POINT DE LA COUBRE,1788.0,4/14/1945,4/15/1945,66,"POINT DE LA COUBRE, France"
FRANCE,POINTE DE GRAVE,3798.0,4/14/1945,4/15/1945,149,"POINTE DE GRAVE, France"
FRANCE,POINTE DES ESPAGNOL,56.0,8/25/1944,8/25/1944,2,"POINTE DES ESPAGNOL, France"
FRANCE,POINTES DES TRAYAS,36.0,8/15/1944,8/15/1944,3,"POINTES DES TRAYAS, France"
FRANCE,POISSY,689.0,3/26/1944,7/2/1944,27,"POISSY, France"
FRANCE,POITIERS,530.0,6/12/1944,6/12/1944,2,"POITIERS, France"
FRANCE,POIX,1920.0,10/28/1940,8/27/1943,77,"POIX, France"
FRANCE,POMEGUES ISLAND,144.0,8/27/1944,8/27/1944,3,"POMEGUES ISLAND, France"
FRANCE,POMERANIAN,80.0,9/8/1943,9/8/1943,4,"POMERANIAN, France"
FRANCE,POMMEREVAL,677.0,1/29/1944,6/24/1944,12,"POMMEREVAL, France"
FRANCE,POMPEY,72.0,9/10/1944,9/10/1944,2,"POMPEY, France"
FRANCE,PON LONG,174.0,3/27/1944,3/27/1944,3,"PON LONG, France"
FRANCE,PONT A VENDIN,48.0,10/31/1942,9/22/1942,12,"PONT A VENDIN, France"
FRANCE,PONT AUDEMER,306.0,6/12/1944,8/17/1944,16,"PONT AUDEMER, France"
FRANCE,PONT AUTHOU,268.0,7/31/1944,8/17/1944,10,"PONT AUTHOU, France"
FRANCE,PONT BERNEVAL,72.0,2/13/1944,2/13/1944,3,"PONT BERNEVAL, France"
FRANCE,PONT D AIN,66.0,8/25/1944,8/25/1944,2,"PONT D AIN, France"
FRANCE,PONT L EVEQUE,419.0,6/13/1944,8/13/1944,16,"PONT L EVEQUE, France"
FRANCE,PONT ST ESPRIT,80.0,8/8/1944,8/8/1944,2,"PONT ST ESPRIT, France"
FRANCE,PONTDUBAULT,2018.0,6/11/1944,6/8/1944,57,"PONTDUBAULT, France"
FRANCE,PONTOISE,252.0,8/14/1944,8/9/1944,4,"PONTOISE, France"
FRANCE,PORCARO,23.0,6/13/1944,6/13/1944,1,"PORCARO, France"
FRANCE,PORQUEROLLES,462.0,1/17/1944,8/12/1944,21,"PORQUEROLLES, France"
FRANCE,PORT EN BESSIN,381.0,6/6/1944,6/7/1944,21,"PORT EN BESSIN, France"
FRANCE,PORTES LES ST QUEN,328.0,8/2/1944,8/2/1944,4,"PORTES LES ST QUEN, France"
FRANCE,PORTES LES VALENCES,502.0,8/2/1944,8/6/1944,6,"PORTES LES VALENCES, France"
FRANCE,PREDEFIN,411.0,6/19/1944,6/20/1944,9,"PREDEFIN, France"
FRANCE,PREUSEVILLE,814.0,1/21/1944,8/9/1944,16,"PREUSEVILLE, France"
FRANCE,PROUVILLE,135.0,6/20/1944,6/20/1944,3,"PROUVILLE, France"
FRANCE,PT DE LA GOUBRE,108.0,1/4/1945,12/28/1944,6,"PT DE LA GOUBRE, France"
FRANCE,QUEND,112.0,6/2/1944,6/2/1944,2,"QUEND, France"
FRANCE,QUERRIEU,312.0,8/28/1944,8/28/1944,6,"QUERRIEU, France"
FRANCE,QUILLEBEUF,81.0,2/9/1944,2/9/1944,3,"QUILLEBEUF, France"
FRANCE,QUINEAMPOIX,156.0,8/1/1944,8/2/1944,6,"QUINEAMPOIX, France"
FRANCE,QUINEVILLE,363.0,6/10/1944,6/14/1944,9,"QUINEVILLE, France"
FRANCE,RATENNEAU ISLAND,168.0,8/25/1944,8/25/1944,10,"RATENNEAU ISLAND, France"
FRANCE,RECQUES SUR COURES,138.0,8/7/1944,8/7/1944,2,"RECQUES SUR COURES, France"
FRANCE,REDON,114.0,6/21/1944,6/21/1944,3,"REDON, France"
FRANCE,REGNAUVILLE,184.0,6/18/1944,6/18/1944,5,"REGNAUVILLE, France"
FRANCE,REGNEVILLE,444.0,6/19/1944,6/22/1944,24,"REGNEVILLE, France"
FRANCE,REIMS,2294.0,12/22/1940,9/26/1943,71,"REIMS, France"
FRANCE,RELY,315.0,7/6/1944,8/6/1944,10,"RELY, France"
FRANCE,REMAISNIL,280.0,6/23/1944,8/2/1944,8,"REMAISNIL, France"
FRANCE,REMILLY,46.0,8/7/1944,8/7/1944,2,"REMILLY, France"
FRANCE,RENESCURE,1026.0,6/16/1944,7/6/1944,31,"RENESCURE, France"
FRANCE,RENNES,2804.0,1/31/1942,8/24/1940,116,"RENNES, France"
FRANCE,REVIGNY SUR ORNAIN,863.0,7/12/1944,7/18/1944,7,"REVIGNY SUR ORNAIN, France"
FRANCE,RHONE VALLEY,166.0,8/16/1944,8/17/1944,14,"RHONE VALLEY, France"
FRANCE,RILLY LA MONTAGNE,754.0,7/17/1944,7/31/1944,9,"RILLY LA MONTAGNE, France"
FRANCE,RIVER ANDELLE,57.0,6/7/1944,6/7/1944,2,"RIVER ANDELLE, France"
FRANCE,RIVERCOURT,20.0,8/14/1944,8/14/1944,2,"RIVERCOURT, France"
FRANCE,ROLLEZ,187.0,7/12/1944,7/19/1944,8,"ROLLEZ, France"
FRANCE,ROMILLY SUR SEINE,2998.0,12/20/1942,9/3/1943,85,"ROMILLY SUR SEINE, France"
FRANCE,ROMORANTIN,909.0,4/10/1944,6/4/1944,15,"ROMORANTIN, France"
FRANCE,RONS,144.0,8/12/1944,8/12/1944,3,"RONS, France"
FRANCE,ROSIERES,272.0,2/28/1944,3/3/1944,10,"ROSIERES, France"
FRANCE,ROTONNEAU,129.0,8/27/1944,8/27/1944,6,"ROTONNEAU, France"
FRANCE,ROUEN,5324.0,1/9/1943,9/6/1943,128,"ROUEN, France"
FRANCE,ROYAN,17906.0,1/4/1945,4/16/1945,433,"ROYAN, France"
FRANCE,ROYE,501.0,11/26/1943,6/12/1944,17,"ROYE, France"
FRANCE,RUGLES,149.0,8/13/1944,8/8/1944,4,"RUGLES, France"
FRANCE,RUISSEAUVILLE,468.0,2/5/1944,5/8/1944,10,"RUISSEAUVILLE, France"
FRANCE,SAARBURG,284.0,12/23/1944,12/23/1944,6,"SAARBURG, France"
FRANCE,SAAREGUEMINES,317.0,5/1/1944,8/24/1940,10,"SAAREGUEMINES, France"
FRANCE,SABLE SUR SARTHE,834.0,5/6/1944,5/6/1944,4,"SABLE SUR SARTHE, France"
FRANCE,SABLES,134.0,7/24/1944,7/24/1944,2,"SABLES, France"
FRANCE,SAINGHIN,36.0,6/22/1944,6/22/1944,1,"SAINGHIN, France"
FRANCE,SAINT NICOLAS,18.0,8/13/1944,8/13/1944,3,"SAINT NICOLAS, France"
FRANCE,SAINTES,550.0,6/23/1944,6/23/1944,2,"SAINTES, France"
FRANCE,SALBRIS,196.0,5/7/1944,5/7/1944,1,"SALBRIS, France"
FRANCE,SALEUX,144.0,8/7/1944,8/7/1944,4,"SALEUX, France"
FRANCE,SALON,1924.0,1/21/1944,8/17/1943,34,"SALON, France"
FRANCE,SANGATTE,1129.0,5/9/1944,6/5/1944,24,"SANGATTE, France"
FRANCE,SAUMUR,1025.0,5/31/1944,7/8/1944,13,"SAUMUR, France"
FRANCE,SAUTRECOURT,370.0,6/16/1944,6/16/1944,1,"SAUTRECOURT, France"
FRANCE,SEDAN,36.0,10/13/1941,8/14/1944,3,"SEDAN, France"
FRANCE,SEINE INFERIEURE,136.0,8/4/1943,9/11/1943,4,"SEINE INFERIEURE, France"
FRANCE,SENONCHES,919.0,6/17/1944,7/5/1944,36,"SENONCHES, France"
FRANCE,SENS,385.0,6/25/1944,8/2/1944,8,"SENS, France"
FRANCE,SERQUEUX,402.0,6/6/1944,9/6/1943,9,"SERQUEUX, France"
FRANCE,SERQUIGNY,186.0,7/23/1944,7/28/1944,6,"SERQUIGNY, France"
FRANCE,SETE,3023.0,6/25/1944,8/14/1944,70,"SETE, France"
FRANCE,SIRACOURT,2275.0,3/19/1944,7/6/1944,19,"SIRACOURT, France"
FRANCE,SISTERON,120.0,8/15/1944,8/15/1944,4,"SISTERON, France"
